"DATE","TIME PERIOD","Yield curve spot rate, 3-month maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition) (YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_3M)"
"2019-05-13","13 May 2019","-0.579472"
"2019-05-14","14 May 2019","-0.575916"
"2019-05-15","15 May 2019","-0.567329"
"2019-05-16","16 May 2019","-0.569555"
"2019-05-17","17 May 2019","-0.585420"
"2019-05-20","20 May 2019","-0.572424"
"2019-05-21","21 May 2019","-0.571753"
"2019-05-22","22 May 2019","-0.570417"
"2019-05-23","23 May 2019","-0.565123"
"2019-05-24","24 May 2019","-0.563945"
"2019-05-27","27 May 2019","-0.551288"
"2019-05-28","28 May 2019","-0.559778"
"2019-05-29","29 May 2019","-0.563380"
"2019-05-30","30 May 2019","-0.577008"
"2019-05-31","31 May 2019","-0.571123"
"2019-06-03","03 Jun 2019","-0.575330"
"2019-06-04","04 Jun 2019","-0.566067"
"2019-06-05","05 Jun 2019","-0.564315"
"2019-06-06","06 Jun 2019","-0.565349"
"2019-06-07","07 Jun 2019","-0.567341"
"2019-06-10","10 Jun 2019","-0.559267"
"2019-06-11","11 Jun 2019","-0.567127"
"2019-06-12","12 Jun 2019","-0.565667"
"2019-06-13","13 Jun 2019","-0.568296"
"2019-06-14","14 Jun 2019","-0.561632"
"2019-06-17","17 Jun 2019","-0.556873"
"2019-06-18","18 Jun 2019","-0.584035"
"2019-06-19","19 Jun 2019","-0.581104"
"2019-06-20","20 Jun 2019","-0.614169"
"2019-06-21","21 Jun 2019","-0.587643"
"2019-06-24","24 Jun 2019","-0.593849"
"2019-06-25","25 Jun 2019","-0.603091"
"2019-06-26","26 Jun 2019","-0.601491"
"2019-06-27","27 Jun 2019","-0.617386"
"2019-06-28","28 Jun 2019","-0.603896"
"2019-07-01","01 Jul 2019","-0.603416"
"2019-07-02","02 Jul 2019","-0.608414"
"2019-07-03","03 Jul 2019","-0.615722"
"2019-07-04","04 Jul 2019","-0.627640"
"2019-07-05","05 Jul 2019","-0.620968"
"2019-07-08","08 Jul 2019","-0.612169"
"2019-07-09","09 Jul 2019","-0.612210"
"2019-07-10","10 Jul 2019","-0.605318"
"2019-07-11","11 Jul 2019","-0.627229"
"2019-07-12","12 Jul 2019","-0.620527"
"2019-07-15","15 Jul 2019","-0.626181"
"2019-07-16","16 Jul 2019","-0.633543"
"2019-07-17","17 Jul 2019","-0.628726"
"2019-07-18","18 Jul 2019","-0.620619"
"2019-07-19","19 Jul 2019","-0.647721"
"2019-07-22","22 Jul 2019","-0.645348"
"2019-07-23","23 Jul 2019","-0.654712"
"2019-07-24","24 Jul 2019","-0.650654"
"2019-07-25","25 Jul 2019","-0.649174"
"2019-07-26","26 Jul 2019","-0.653541"
"2019-07-29","29 Jul 2019","-0.657873"
"2019-07-30","30 Jul 2019","-0.661077"
"2019-07-31","31 Jul 2019","-0.669296"
"2019-08-01","01 Aug 2019","-0.667923"
"2019-08-02","02 Aug 2019","-0.683820"
"2019-08-05","05 Aug 2019","-0.694668"
"2019-08-06","06 Aug 2019","-0.703142"
"2019-08-07","07 Aug 2019","-0.718355"
"2019-08-08","08 Aug 2019","-0.709781"
"2019-08-09","09 Aug 2019","-0.732955"
"2019-08-12","12 Aug 2019","-0.732246"
"2019-08-13","13 Aug 2019","-0.729679"
"2019-08-14","14 Aug 2019","-0.749915"
"2019-08-15","15 Aug 2019","-0.758030"
"2019-08-16","16 Aug 2019","-0.767500"
"2019-08-19","19 Aug 2019","-0.759566"
"2019-08-20","20 Aug 2019","-0.780357"
"2019-08-21","21 Aug 2019","-0.760661"
"2019-08-22","22 Aug 2019","-0.758480"
"2019-08-23","23 Aug 2019","-0.775507"
"2019-08-26","26 Aug 2019","-0.786385"
"2019-08-27","27 Aug 2019","-0.792023"
"2019-08-28","28 Aug 2019","-0.800726"
"2019-08-29","29 Aug 2019","-0.805994"
"2019-08-30","30 Aug 2019","-0.841776"
"2019-09-02","02 Sep 2019","-0.801784"
"2019-09-03","03 Sep 2019","-0.799206"
"2019-09-04","04 Sep 2019","-0.785102"
"2019-09-05","05 Sep 2019","-0.796172"
"2019-09-06","06 Sep 2019","-0.786652"
"2019-09-09","09 Sep 2019","-0.753056"
"2019-09-10","10 Sep 2019","-0.732957"
"2019-09-11","11 Sep 2019","-0.738802"
"2019-09-12","12 Sep 2019","-0.746702"
"2019-09-13","13 Sep 2019","-0.666646"
"2019-09-16","16 Sep 2019","-0.665460"
"2019-09-17","17 Sep 2019","-0.654532"
"2019-09-18","18 Sep 2019","-0.680414"
"2019-09-19","19 Sep 2019","-0.654381"
"2019-09-20","20 Sep 2019","-0.667342"
"2019-09-23","23 Sep 2019","-0.667197"
"2019-09-24","24 Sep 2019","-0.666960"
"2019-09-25","25 Sep 2019","-0.668855"
"2019-09-26","26 Sep 2019","-0.687339"
"2019-09-27","27 Sep 2019","-0.686509"
"2019-09-30","30 Sep 2019","-0.696730"
"2019-10-01","01 Oct 2019","-0.698474"
"2019-10-02","02 Oct 2019","-0.699219"
"2019-10-03","03 Oct 2019","-0.712343"
"2019-10-04","04 Oct 2019","-0.678672"
"2019-10-07","07 Oct 2019","-0.670543"
"2019-10-08","08 Oct 2019","-0.650521"
"2019-10-09","09 Oct 2019","-0.668692"
"2019-10-10","10 Oct 2019","-0.648696"
"2019-10-11","11 Oct 2019","-0.636423"
"2019-10-14","14 Oct 2019","-0.623293"
"2019-10-15","15 Oct 2019","-0.630013"
"2019-10-16","16 Oct 2019","-0.624602"
"2019-10-17","17 Oct 2019","-0.630956"
"2019-10-18","18 Oct 2019","-0.633844"
"2019-10-21","21 Oct 2019","-0.609584"
"2019-10-22","22 Oct 2019","-0.619483"
"2019-10-23","23 Oct 2019","-0.622535"
"2019-10-24","24 Oct 2019","-0.641804"
"2019-10-25","25 Oct 2019","-0.654700"
"2019-10-28","28 Oct 2019","-0.671158"
"2019-10-29","29 Oct 2019","-0.669629"
"2019-10-30","30 Oct 2019","-0.656527"
"2019-10-31","31 Oct 2019","-0.674975"
"2019-11-01","01 Nov 2019","-0.647352"
"2019-11-04","04 Nov 2019","-0.611143"
"2019-11-05","05 Nov 2019","-0.608027"
"2019-11-06","06 Nov 2019","-0.603068"
"2019-11-07","07 Nov 2019","-0.625382"
"2019-11-08","08 Nov 2019","-0.630762"
"2019-11-11","11 Nov 2019","-0.602009"
"2019-11-12","12 Nov 2019","-0.601789"
"2019-11-13","13 Nov 2019","-0.605285"
"2019-11-14","14 Nov 2019","-0.626002"
"2019-11-15","15 Nov 2019","-0.635403"
"2019-11-18","18 Nov 2019","-0.597646"
"2019-11-19","19 Nov 2019","-0.608490"
"2019-11-20","20 Nov 2019","-0.618357"
"2019-11-21","21 Nov 2019","-0.628776"
"2019-11-22","22 Nov 2019","-0.609845"
"2019-11-25","25 Nov 2019","-0.621252"
"2019-11-26","26 Nov 2019","-0.631938"
"2019-11-27","27 Nov 2019","-0.628748"
"2019-11-28","28 Nov 2019","-0.617684"
"2019-11-29","29 Nov 2019","-0.611090"
"2019-12-02","02 Dec 2019","-0.617438"
"2019-12-03","03 Dec 2019","-0.663891"
"2019-12-04","04 Dec 2019","-0.665591"
"2019-12-05","05 Dec 2019","-0.653332"
"2019-12-06","06 Dec 2019","-0.662230"
"2019-12-09","09 Dec 2019","-0.656764"
"2019-12-10","10 Dec 2019","-0.663479"
"2019-12-11","11 Dec 2019","-0.662062"
"2019-12-12","12 Dec 2019","-0.665781"
"2019-12-13","13 Dec 2019","-0.662682"
"2019-12-16","16 Dec 2019","-0.663185"
"2019-12-17","17 Dec 2019","-0.669606"
"2019-12-18","18 Dec 2019","-0.676397"
"2019-12-19","19 Dec 2019","-0.682263"
"2019-12-20","20 Dec 2019","-0.664610"
"2019-12-23","23 Dec 2019","-0.688774"
"2019-12-27","27 Dec 2019","-0.685799"
"2019-12-30","30 Dec 2019","-0.683520"
"2020-01-02","02 Jan 2020","-0.623324"
"2020-01-03","03 Jan 2020","-0.595449"
"2020-01-06","06 Jan 2020","-0.597296"
"2020-01-07","07 Jan 2020","-0.605300"
"2020-01-08","08 Jan 2020","-0.597340"
"2020-01-09","09 Jan 2020","-0.594973"
"2020-01-10","10 Jan 2020","-0.595116"
"2020-01-13","13 Jan 2020","-0.573853"
"2020-01-14","14 Jan 2020","-0.585431"
"2020-01-15","15 Jan 2020","-0.586205"
"2020-01-16","16 Jan 2020","-0.593081"
"2020-01-17","17 Jan 2020","-0.589887"
"2020-01-20","20 Jan 2020","-0.568020"
"2020-01-21","21 Jan 2020","-0.568967"
"2020-01-22","22 Jan 2020","-0.576355"
"2020-01-23","23 Jan 2020","-0.588660"
"2020-01-24","24 Jan 2020","-0.589388"
"2020-01-27","27 Jan 2020","-0.576549"
"2020-01-28","28 Jan 2020","-0.581327"
"2020-01-29","29 Jan 2020","-0.596319"
"2020-01-30","30 Jan 2020","-0.600216"
"2020-01-31","31 Jan 2020","-0.616361"
"2020-02-03","03 Feb 2020","-0.609543"
"2020-02-04","04 Feb 2020","-0.615624"
"2020-02-05","05 Feb 2020","-0.614588"
"2020-02-06","06 Feb 2020","-0.608748"
"2020-02-07","07 Feb 2020","-0.613996"
"2020-02-10","10 Feb 2020","-0.612342"
"2020-02-11","11 Feb 2020","-0.618014"
"2020-02-12","12 Feb 2020","-0.617776"
"2020-02-13","13 Feb 2020","-0.623516"
"2020-02-14","14 Feb 2020","-0.617709"
"2020-02-17","17 Feb 2020","-0.606495"
"2020-02-18","18 Feb 2020","-0.599451"
"2020-02-19","19 Feb 2020","-0.603769"
"2020-02-20","20 Feb 2020","-0.594484"
"2020-02-21","21 Feb 2020","-0.602958"
"2020-02-24","24 Feb 2020","-0.629143"
"2020-02-25","25 Feb 2020","-0.631919"
"2020-02-26","26 Feb 2020","-0.651198"
"2020-02-27","27 Feb 2020","-0.676656"
"2020-02-28","28 Feb 2020","-0.675800"
"2020-03-02","02 Mar 2020","-0.670613"
"2020-03-03","03 Mar 2020","-0.648594"
"2020-03-04","04 Mar 2020","-0.668922"
"2020-03-05","05 Mar 2020","-0.685270"
"2020-03-06","06 Mar 2020","-0.702764"
"2020-03-09","09 Mar 2020","-0.791071"
"2020-03-10","10 Mar 2020","-0.755584"
"2020-03-11","11 Mar 2020","-0.792492"
"2020-03-12","12 Mar 2020","-0.818310"
"2020-03-13","13 Mar 2020","-0.801770"
"2020-03-16","16 Mar 2020","-0.819797"
"2020-03-17","17 Mar 2020","-0.779795"
"2020-03-18","18 Mar 2020","-0.762499"
"2020-03-19","19 Mar 2020","-0.739865"
"2020-03-20","20 Mar 2020","-0.710388"
"2020-03-23","23 Mar 2020","-0.666764"
"2020-03-24","24 Mar 2020","-0.637313"
"2020-03-25","25 Mar 2020","-0.652011"
"2020-03-26","26 Mar 2020","-0.657861"
"2020-03-27","27 Mar 2020","-0.709433"
"2020-03-30","30 Mar 2020","-0.688402"
"2020-03-31","31 Mar 2020","-0.700866"
"2020-04-01","01 Apr 2020","-0.647068"
"2020-04-02","02 Apr 2020","-0.643796"
"2020-04-03","03 Apr 2020","-0.650828"
"2020-04-06","06 Apr 2020","-0.601299"
"2020-04-07","07 Apr 2020","-0.596988"
"2020-04-08","08 Apr 2020","-0.604924"
"2020-04-09","09 Apr 2020","-0.605026"
"2020-04-14","14 Apr 2020","-0.599085"
"2020-04-15","15 Apr 2020","-0.608231"
"2020-04-16","16 Apr 2020","-0.630069"
"2020-04-17","17 Apr 2020","-0.607114"
"2020-04-20","20 Apr 2020","-0.554946"
"2020-04-21","21 Apr 2020","-0.564996"
"2020-04-22","22 Apr 2020","-0.568169"
"2020-04-23","23 Apr 2020","-0.548003"
"2020-04-24","24 Apr 2020","-0.539354"
"2020-04-27","27 Apr 2020","-0.528510"
"2020-04-28","28 Apr 2020","-0.551007"
"2020-04-29","29 Apr 2020","-0.570522"
"2020-04-30","30 Apr 2020","-0.535385"
"2020-05-04","04 May 2020","-0.534769"
"2020-05-05","05 May 2020","-0.530213"
"2020-05-06","06 May 2020","-0.547625"
"2020-05-07","07 May 2020","-0.551234"
"2020-05-08","08 May 2020","-0.530866"
"2020-05-11","11 May 2020","-0.542257"
"2020-05-12","12 May 2020","-0.549362"
"2020-05-13","13 May 2020","-0.547034"
"2020-05-14","14 May 2020","-0.586411"
"2020-05-15","15 May 2020","-0.561545"
"2020-05-18","18 May 2020","-0.574634"
"2020-05-19","19 May 2020","-0.564784"
"2020-05-20","20 May 2020","-0.568018"
"2020-05-21","21 May 2020","-0.558251"
"2020-05-22","22 May 2020","-0.591235"
"2020-05-25","25 May 2020","-0.572706"
"2020-05-26","26 May 2020","-0.582067"
"2020-05-27","27 May 2020","-0.586606"
"2020-05-28","28 May 2020","-0.570507"
"2020-05-29","29 May 2020","-0.573041"
"2020-06-01","01 Jun 2020","-0.580992"
"2020-06-02","02 Jun 2020","-0.565051"
"2020-06-03","03 Jun 2020","-0.562097"
"2020-06-04","04 Jun 2020","-0.576261"
"2020-06-05","05 Jun 2020","-0.574268"
"2020-06-08","08 Jun 2020","-0.552879"
"2020-06-09","09 Jun 2020","-0.549928"
"2020-06-10","10 Jun 2020","-0.539548"
"2020-06-11","11 Jun 2020","-0.538764"
"2020-06-12","12 Jun 2020","-0.539669"
"2020-06-15","15 Jun 2020","-0.537717"
"2020-06-16","16 Jun 2020","-0.541248"
"2020-06-17","17 Jun 2020","-0.531724"
"2020-06-18","18 Jun 2020","-0.543876"
"2020-06-19","19 Jun 2020","-0.554376"
"2020-06-22","22 Jun 2020","-0.549263"
"2020-06-23","23 Jun 2020","-0.571026"
"2020-06-24","24 Jun 2020","-0.575772"
"2020-06-25","25 Jun 2020","-0.592146"
"2020-06-26","26 Jun 2020","-0.589734"
"2020-06-29","29 Jun 2020","-0.574737"
"2020-06-30","30 Jun 2020","-0.571701"
"2020-07-01","01 Jul 2020","-0.576873"
"2020-07-02","02 Jul 2020","-0.580394"
"2020-07-03","03 Jul 2020","-0.579629"
"2020-07-06","06 Jul 2020","-0.577927"
"2020-07-07","07 Jul 2020","-0.574978"
"2020-07-08","08 Jul 2020","-0.569559"
"2020-07-09","09 Jul 2020","-0.574604"
"2020-07-10","10 Jul 2020","-0.581097"
"2020-07-13","13 Jul 2020","-0.589617"
"2020-07-14","14 Jul 2020","-0.588190"
"2020-07-15","15 Jul 2020","-0.600446"
"2020-07-16","16 Jul 2020","-0.603438"
"2020-07-17","17 Jul 2020","-0.598853"
"2020-07-20","20 Jul 2020","-0.595690"
"2020-07-21","21 Jul 2020","-0.590021"
"2020-07-22","22 Jul 2020","-0.582108"
"2020-07-23","23 Jul 2020","-0.586749"
"2020-07-24","24 Jul 2020","-0.591471"
"2020-07-27","27 Jul 2020","-0.585817"
"2020-07-28","28 Jul 2020","-0.565798"
"2020-07-29","29 Jul 2020","-0.576286"
"2020-07-30","30 Jul 2020","-0.578052"
"2020-07-31","31 Jul 2020","-0.582918"
"2020-08-03","03 Aug 2020","-0.586029"
"2020-08-04","04 Aug 2020","-0.582525"
"2020-08-05","05 Aug 2020","-0.586312"
"2020-08-06","06 Aug 2020","-0.586335"
"2020-08-07","07 Aug 2020","-0.585119"
"2020-08-10","10 Aug 2020","-0.568956"
"2020-08-11","11 Aug 2020","-0.570328"
"2020-08-12","12 Aug 2020","-0.574260"
"2020-08-13","13 Aug 2020","-0.582900"
"2020-08-14","14 Aug 2020","-0.580678"
"2020-08-17","17 Aug 2020","-0.566214"
"2020-08-18","18 Aug 2020","-0.572870"
"2020-08-19","19 Aug 2020","-0.573065"
"2020-08-20","20 Aug 2020","-0.586979"
"2020-08-21","21 Aug 2020","-0.589541"
"2020-08-24","24 Aug 2020","-0.575563"
"2020-08-25","25 Aug 2020","-0.575843"
"2020-08-26","26 Aug 2020","-0.580103"
"2020-08-27","27 Aug 2020","-0.600121"
"2020-08-28","28 Aug 2020","-0.594622"
"2020-08-31","31 Aug 2020","-0.581610"
"2020-09-01","01 Sep 2020","-0.581770"
"2020-09-02","02 Sep 2020","-0.599892"
"2020-09-03","03 Sep 2020","-0.602042"
"2020-09-04","04 Sep 2020","-0.603980"
"2020-09-07","07 Sep 2020","-0.613617"
"2020-09-08","08 Sep 2020","-0.589721"
"2020-09-09","09 Sep 2020","-0.601653"
"2020-09-10","10 Sep 2020","-0.613281"
"2020-09-11","11 Sep 2020","-0.603213"
"2020-09-14","14 Sep 2020","-0.587079"
"2020-09-15","15 Sep 2020","-0.582605"
"2020-09-16","16 Sep 2020","-0.585344"
"2020-09-17","17 Sep 2020","-0.592969"
"2020-09-18","18 Sep 2020","-0.585279"
"2020-09-21","21 Sep 2020","-0.577097"
"2020-09-22","22 Sep 2020","-0.589333"
"2020-09-23","23 Sep 2020","-0.588072"
"2020-09-24","24 Sep 2020","-0.602434"
"2020-09-25","25 Sep 2020","-0.606108"
"2020-09-28","28 Sep 2020","-0.604608"
"2020-09-29","29 Sep 2020","-0.619069"
"2020-09-30","30 Sep 2020","-0.621539"
"2020-10-01","01 Oct 2020","-0.624942"
"2020-10-02","02 Oct 2020","-0.628266"
"2020-10-05","05 Oct 2020","-0.628075"
"2020-10-06","06 Oct 2020","-0.630176"
"2020-10-07","07 Oct 2020","-0.628656"
"2020-10-08","08 Oct 2020","-0.641305"
"2020-10-09","09 Oct 2020","-0.629793"
"2020-10-12","12 Oct 2020","-0.637965"
"2020-10-13","13 Oct 2020","-0.663667"
"2020-10-14","14 Oct 2020","-0.673225"
"2020-10-15","15 Oct 2020","-0.684342"
"2020-10-16","16 Oct 2020","-0.694535"
"2020-10-19","19 Oct 2020","-0.711924"
"2020-10-20","20 Oct 2020","-0.715104"
"2020-10-21","21 Oct 2020","-0.714164"
"2020-10-22","22 Oct 2020","-0.715461"
"2020-10-23","23 Oct 2020","-0.711193"
"2020-10-26","26 Oct 2020","-0.715476"
"2020-10-27","27 Oct 2020","-0.728568"
"2020-10-28","28 Oct 2020","-0.722925"
"2020-10-29","29 Oct 2020","-0.709239"
"2020-10-30","30 Oct 2020","-0.709189"
"2020-11-02","02 Nov 2020","-0.717105"
"2020-11-03","03 Nov 2020","-0.711204"
"2020-11-04","04 Nov 2020","-0.717881"
"2020-11-05","05 Nov 2020","-0.726279"
"2020-11-06","06 Nov 2020","-0.723119"
"2020-11-09","09 Nov 2020","-0.699837"
"2020-11-10","10 Nov 2020","-0.694976"
"2020-11-11","11 Nov 2020","-0.691253"
"2020-11-12","12 Nov 2020","-0.690979"
"2020-11-13","13 Nov 2020","-0.693839"
"2020-11-16","16 Nov 2020","-0.669151"
"2020-11-17","17 Nov 2020","-0.680396"
"2020-11-18","18 Nov 2020","-0.685968"
"2020-11-19","19 Nov 2020","-0.667576"
"2020-11-20","20 Nov 2020","-0.690568"
"2020-11-23","23 Nov 2020","-0.692940"
"2020-11-24","24 Nov 2020","-0.701872"
"2020-11-25","25 Nov 2020","-0.709951"
"2020-11-26","26 Nov 2020","-0.716331"
"2020-11-27","27 Nov 2020","-0.715687"
"2020-11-30","30 Nov 2020","-0.715623"
"2020-12-01","01 Dec 2020","-0.713195"
"2020-12-02","02 Dec 2020","-0.716520"
"2020-12-03","03 Dec 2020","-0.722589"
"2020-12-04","04 Dec 2020","-0.728543"
"2020-12-07","07 Dec 2020","-0.734957"
"2020-12-08","08 Dec 2020","-0.735483"
"2020-12-09","09 Dec 2020","-0.748099"
"2020-12-10","10 Dec 2020","-0.746095"
"2020-12-11","11 Dec 2020","-0.750612"
"2020-12-14","14 Dec 2020","-0.758930"
"2020-12-15","15 Dec 2020","-0.759527"
"2020-12-16","16 Dec 2020","-0.754495"
"2020-12-17","17 Dec 2020","-0.763417"
"2020-12-18","18 Dec 2020","-0.751589"
"2020-12-21","21 Dec 2020","-0.758014"
"2020-12-22","22 Dec 2020","-0.758079"
"2020-12-23","23 Dec 2020","-0.757404"
"2020-12-28","28 Dec 2020","-0.757455"
"2020-12-29","29 Dec 2020","-0.735578"
"2020-12-30","30 Dec 2020","-0.745606"
"2021-01-04","04 Jan 2021","-0.624277"
"2021-01-05","05 Jan 2021","-0.627903"
"2021-01-06","06 Jan 2021","-0.627039"
"2021-01-07","07 Jan 2021","-0.635252"
"2021-01-08","08 Jan 2021","-0.642546"
"2021-01-11","11 Jan 2021","-0.626657"
"2021-01-12","12 Jan 2021","-0.625730"
"2021-01-13","13 Jan 2021","-0.629040"
"2021-01-14","14 Jan 2021","-0.627724"
"2021-01-15","15 Jan 2021","-0.615152"
"2021-01-18","18 Jan 2021","-0.620392"
"2021-01-19","19 Jan 2021","-0.618587"
"2021-01-20","20 Jan 2021","-0.619932"
"2021-01-21","21 Jan 2021","-0.623181"
"2021-01-22","22 Jan 2021","-0.615185"
"2021-01-25","25 Jan 2021","-0.615380"
"2021-01-26","26 Jan 2021","-0.616789"
"2021-01-27","27 Jan 2021","-0.624740"
"2021-01-28","28 Jan 2021","-0.626356"
"2021-01-29","29 Jan 2021","-0.624851"
"2021-02-01","01 Feb 2021","-0.624839"
"2021-02-02","02 Feb 2021","-0.626761"
"2021-02-03","03 Feb 2021","-0.618329"
"2021-02-04","04 Feb 2021","-0.623040"
"2021-02-05","05 Feb 2021","-0.612661"
"2021-02-08","08 Feb 2021","-0.623358"
"2021-02-09","09 Feb 2021","-0.619967"
"2021-02-10","10 Feb 2021","-0.619685"
"2021-02-11","11 Feb 2021","-0.612193"
"2021-02-12","12 Feb 2021","-0.619126"
"2021-02-15","15 Feb 2021","-0.622135"
"2021-02-16","16 Feb 2021","-0.615845"
"2021-02-17","17 Feb 2021","-0.612257"
"2021-02-18","18 Feb 2021","-0.613662"
"2021-02-19","19 Feb 2021","-0.615347"
"2021-02-22","22 Feb 2021","-0.611079"
"2021-02-23","23 Feb 2021","-0.614879"
"2021-02-24","24 Feb 2021","-0.617977"
"2021-02-25","25 Feb 2021","-0.615754"
"2021-02-26","26 Feb 2021","-0.612366"
"2021-03-01","01 Mar 2021","-0.611094"
"2021-03-02","02 Mar 2021","-0.605278"
"2021-03-03","03 Mar 2021","-0.605430"
"2021-03-04","04 Mar 2021","-0.617836"
"2021-03-05","05 Mar 2021","-0.613456"
"2021-03-08","08 Mar 2021","-0.608869"
"2021-03-09","09 Mar 2021","-0.611540"
"2021-03-10","10 Mar 2021","-0.606683"
"2021-03-11","11 Mar 2021","-0.604049"
"2021-03-12","12 Mar 2021","-0.603366"
"2021-03-15","15 Mar 2021","-0.598771"
"2021-03-16","16 Mar 2021","-0.603709"
"2021-03-17","17 Mar 2021","-0.604606"
"2021-03-18","18 Mar 2021","-0.607932"
"2021-03-19","19 Mar 2021","-0.613101"
"2021-03-22","22 Mar 2021","-0.614519"
"2021-03-23","23 Mar 2021","-0.610431"
"2021-03-24","24 Mar 2021","-0.611952"
"2021-03-25","25 Mar 2021","-0.622158"
"2021-03-26","26 Mar 2021","-0.625250"
"2021-03-29","29 Mar 2021","-0.627750"
"2021-03-30","30 Mar 2021","-0.617208"
"2021-03-31","31 Mar 2021","-0.636103"
"2021-04-01","01 Apr 2021","-0.628903"
"2021-04-06","06 Apr 2021","-0.626207"
"2021-04-07","07 Apr 2021","-0.631266"
"2021-04-08","08 Apr 2021","-0.638866"
"2021-04-09","09 Apr 2021","-0.631205"
"2021-04-12","12 Apr 2021","-0.632801"
"2021-04-13","13 Apr 2021","-0.630718"
"2021-04-14","14 Apr 2021","-0.636989"
"2021-04-15","15 Apr 2021","-0.642934"
"2021-04-16","16 Apr 2021","-0.638678"
"2021-04-19","19 Apr 2021","-0.631809"
"2021-04-20","20 Apr 2021","-0.624529"
"2021-04-21","21 Apr 2021","-0.625943"
"2021-04-22","22 Apr 2021","-0.634573"
"2021-04-23","23 Apr 2021","-0.638446"
"2021-04-26","26 Apr 2021","-0.627405"
"2021-04-27","27 Apr 2021","-0.632797"
"2021-04-28","28 Apr 2021","-0.641319"
"2021-04-29","29 Apr 2021","-0.633983"
"2021-04-30","30 Apr 2021","-0.627818"
"2021-05-03","03 May 2021","-0.625262"
"2021-05-04","04 May 2021","-0.620252"
"2021-05-05","05 May 2021","-0.619102"
"2021-05-06","06 May 2021","-0.624866"
"2021-05-07","07 May 2021","-0.621081"
"2021-05-10","10 May 2021","-0.619676"
"2021-05-11","11 May 2021","-0.625708"
"2021-05-12","12 May 2021","-0.628131"
"2021-05-13","13 May 2021","-0.641449"
"2021-05-14","14 May 2021","-0.634765"
"2021-05-17","17 May 2021","-0.634119"
"2021-05-18","18 May 2021","-0.637633"
"2021-05-19","19 May 2021","-0.631661"
"2021-05-20","20 May 2021","-0.636459"
"2021-05-21","21 May 2021","-0.631710"
"2021-05-24","24 May 2021","-0.628689"
"2021-05-25","25 May 2021","-0.625553"
"2021-05-26","26 May 2021","-0.625723"
"2021-05-27","27 May 2021","-0.632183"
"2021-05-28","28 May 2021","-0.626399"
"2021-05-31","31 May 2021","-0.631647"
"2021-06-01","01 Jun 2021","-0.633872"
"2021-06-02","02 Jun 2021","-0.636433"
"2021-06-03","03 Jun 2021","-0.639616"
"2021-06-04","04 Jun 2021","-0.639253"
"2021-06-07","07 Jun 2021","-0.627602"
"2021-06-08","08 Jun 2021","-0.634078"
"2021-06-09","09 Jun 2021","-0.646075"
"2021-06-10","10 Jun 2021","-0.641471"
"2021-06-11","11 Jun 2021","-0.645456"
"2021-06-14","14 Jun 2021","-0.641359"
"2021-06-15","15 Jun 2021","-0.643068"
"2021-06-16","16 Jun 2021","-0.643164"
"2021-06-17","17 Jun 2021","-0.646600"
"2021-06-18","18 Jun 2021","-0.649134"
"2021-06-21","21 Jun 2021","-0.644656"
"2021-06-22","22 Jun 2021","-0.650441"
"2021-06-23","23 Jun 2021","-0.647312"
"2021-06-24","24 Jun 2021","-0.649003"
"2021-06-25","25 Jun 2021","-0.658741"
"2021-06-28","28 Jun 2021","-0.649173"
"2021-06-29","29 Jun 2021","-0.652592"
"2021-06-30","30 Jun 2021","-0.650404"
"2021-07-01","01 Jul 2021","-0.651122"
"2021-07-02","02 Jul 2021","-0.646829"
"2021-07-05","05 Jul 2021","-0.652046"
"2021-07-06","06 Jul 2021","-0.642670"
"2021-07-07","07 Jul 2021","-0.649236"
"2021-07-08","08 Jul 2021","-0.652297"
"2021-07-09","09 Jul 2021","-0.650742"
"2021-07-12","12 Jul 2021","-0.641688"
"2021-07-13","13 Jul 2021","-0.651909"
"2021-07-14","14 Jul 2021","-0.644794"
"2021-07-15","15 Jul 2021","-0.651974"
"2021-07-16","16 Jul 2021","-0.650944"
"2021-07-19","19 Jul 2021","-0.647251"
"2021-07-20","20 Jul 2021","-0.654243"
"2021-07-21","21 Jul 2021","-0.659519"
"2021-07-22","22 Jul 2021","-0.664099"
"2021-07-23","23 Jul 2021","-0.672506"
"2021-07-26","26 Jul 2021","-0.665288"
"2021-07-27","27 Jul 2021","-0.667164"
"2021-07-28","28 Jul 2021","-0.654719"
"2021-07-29","29 Jul 2021","-0.658711"
"2021-07-30","30 Jul 2021","-0.662666"
"2021-08-02","02 Aug 2021","-0.652548"
"2021-08-03","03 Aug 2021","-0.646504"
"2021-08-04","04 Aug 2021","-0.645958"
"2021-08-05","05 Aug 2021","-0.651710"
"2021-08-06","06 Aug 2021","-0.645111"
"2021-08-09","09 Aug 2021","-0.641574"
"2021-08-10","10 Aug 2021","-0.634505"
"2021-08-11","11 Aug 2021","-0.654460"
"2021-08-12","12 Aug 2021","-0.660319"
"2021-08-13","13 Aug 2021","-0.661012"
"2021-08-16","16 Aug 2021","-0.645231"
"2021-08-17","17 Aug 2021","-0.660989"
"2021-08-18","18 Aug 2021","-0.668447"
"2021-08-19","19 Aug 2021","-0.670051"
"2021-08-20","20 Aug 2021","-0.673927"
"2021-08-23","23 Aug 2021","-0.664739"
"2021-08-24","24 Aug 2021","-0.664860"
